GeneID	GeneName	GeneDescription
AGAP012334		high mobility group protein D, isoform C [Source:VB Community Annotation]
AGAP012335		structure-specific recognition protein 1 [Source:VB Community Annotation]
AGAP012336		
AGAP012339		Translocase of outer mitochondrial membrane 20 homolog [Source:VB Community Annotation]
AGAP012340		
AGAP012341		
AGAP012342		hairy and enhancer of split, invertebrate [Source:VB Community Annotation]
AGAP012343		neuromusculin [Source:VB Community Annotation]
AGAP012344		
AGAP012345		POU domain transcription factor, class 6 [Source:VB Community Annotation]
AGAP012346		
AGAP012352		Niemann-Pick C2 protein [Source:VB Community Annotation]
AGAP012353		
AGAP012354		Syntrophin, alpha 1 [Source:VB Community Annotation]
AGAP012355	CPLCP16	cuticular protein (putative) CPLCP16 [Source:VB Community Annotation]
AGAP012356	CPLCP27	cuticular protein (putative) CPLCP27 [Source:VB Community Annotation]
AGAP012357		Vanin-like protein 1 [Source:VB Community Annotation]
AGAP012358		ATP-dependent RNA helicase DDX52/ROK1 [Source:VB Community Annotation]
AGAP012361		MRG-binding protein [Source:VB Community Annotation]
AGAP012362		nuclear pore complex protein Nup85 [Source:VB Community Annotation]
AGAP012363		
AGAP012364		
AGAP012365		
AGAP012366		ubiquitin-protein ligase E3 A [Source:VB Community Annotation]
AGAP012367		F-box protein 42 [Source:VB Community Annotation]
AGAP012368		eukaryotic translation initiation factor 2-alpha kinase 4 [Source:VB Community Annotation]
AGAP012369		pre-mRNA-splicing factor SYF1 [Source:VB Community Annotation]
AGAP012372		low density lipoprotein receptor-related protein 2 precursor [Source:VB Community Annotation]
AGAP012373		Poly(A)+ RNA export protein [Source:VB Community Annotation]
AGAP012374		NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3 [Source:VB Community Annotation]
AGAP012375		protein aurora borealis [Source:VB Community Annotation]
AGAP012376		peptidyl-prolyl cis-trans isomerase-like 1 [Source:VB Community Annotation]
AGAP012377		
AGAP012378	GPRNPY3	putative neuropeptide Y receptor 3 [Source:VB Community Annotation]
AGAP012379	NIT8730	
AGAP012380		small nuclear ribonucleoprotein D3 [Source:VB Community Annotation]
AGAP012381		Major facilitator superfamily domain containing 8 [Source:VB Community Annotation]
AGAP012382		
AGAP012383		organic cation transporter [Source:VB Community Annotation]
AGAP012384		
AGAP012385		Toll [Source:VB Community Annotation]
AGAP012386		
AGAP012387	TOLL6	TOLL-like receptor 6 [Source:VB Community Annotation]
AGAP012388		
AGAP012389		Pangolin [Source:VB Community Annotation]
AGAP012390		Mpv17-like protein [Source:VB Community Annotation]
AGAP012391		
AGAP012392		
AGAP012393		
AGAP012394		peptide-methionine (S)-S-oxide reductase [Source:VB Community Annotation]
AGAP012395		peptide-methionine (S)-S-oxide reductase [Source:VB Community Annotation]
AGAP012396		4.3 kDa secreted salivary peptide [Source:VB Community Annotation]
AGAP012397		DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Source:VB Community Annotation]
AGAP012398		COP9 complex subunit 7a [Source:VB Community Annotation]
AGAP012399		maltase [Source:VB Community Annotation]
AGAP012400		alpha-glucosidase [Source:VB Community Annotation]
AGAP012401	AGM1	
AGAP012402		exosome complex component RRP43 [Source:VB Community Annotation]
AGAP012403		
AGAP012404		alanine--glyoxylate aminotransferase 2, mitochondrial [Source:VB Community Annotation]
AGAP012405		
AGAP012406		uncharacterized protein slr0305 [Source:VB Community Annotation]
AGAP012407		protein disulfide-isomerase A1 [Source:VB Community Annotation]
AGAP012408		tRNA (uracil-5-)-methyltransferase [Source:VB Community Annotation]
AGAP012409	GNBPA2	3-glucan binding protein [Source:VB Community Annotation]
AGAP012410		
AGAP012411		T-cell specific transcription factor [Source:VB Community Annotation]
AGAP012412		ceramide glucosyltransferase [Source:VB Community Annotation]
AGAP012413	CycA	cyclin A [Source:VB Community Annotation]
AGAP012414		Polypeptide N-acetylgalactosaminyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q0E9]
AGAP012415		
AGAP012416		DNA-directed RNA polymerase III subunit RPC7 [Source:VB Community Annotation]
AGAP012417	Exo1	exocyst complex component 1 [Source:VB Community Annotation]
AGAP012418		
AGAP012419		Feline leukemia virus subgroup C receptor-related protein 1 [Source:VB Community Annotation]
AGAP012420		
AGAP012424	INR	insulin receptor [Source:VB Community Annotation]
AGAP012425		
AGAP012428		BarH-like [Source:VB Community Annotation]
AGAP012429	NMDAR2	ionotropic receptor NMDAR2 [Source:VB Community Annotation]
AGAP012431		
AGAP012432		Golgi apparatus membrane protein TVP23 homolog (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q901]
AGAP012433		
AGAP012434		voltage-dependent calcium channel alpha 1, invertebrate [Source:VB Community Annotation]
AGAP012435		
AGAP012436		
AGAP012437		
AGAP012438		
AGAP012439		
AGAP012440		alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:VB Community Annotation]
AGAP012441		
AGAP012442		
AGAP012443		
AGAP012444		
AGAP012445		phosphatidate phosphatase [Source:VB Community Annotation]
AGAP012446		
AGAP012447	GLURIIe	ionotropic receptor GLURIIe [Source:VB Community Annotation]
AGAP012448		zinc finger protein 593 homolog [Source:VB Community Annotation]
AGAP012449		
AGAP012450		
AGAP012451		
AGAP012452		
AGAP012453		hexosaminidase [Source:VB Community Annotation]
AGAP012454		
AGAP012455		
AGAP012456		
AGAP012457		
AGAP012458		
AGAP012459		charged multivesicular body protein 7 [Source:VB Community Annotation]
AGAP012460	Fsn	F-box/SPRY domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7QGL9]
AGAP012461		transcription factor Dp, invertebrate [Source:VB Community Annotation]
AGAP012462	CPR147	cuticular protein RR-2 family 147 [Source:VB Community Annotation]
AGAP012463		ER degradation enhancer, mannosidase alpha-like 2 [Source:VB Community Annotation]
AGAP012464		natural resistance-associated macrophage protein [Source:VB Community Annotation]
AGAP012465		
AGAP012466	CPR146	cuticular protein RR-2 family 146 [Source:VB Community Annotation]
AGAP012467		
AGAP012468		
AGAP012469		
AGAP012470		eupolytin [Source:VB Community Annotation]
AGAP012471		Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:Q7QL44]
AGAP012472		trypsin 5G1 [Source:VB Community Annotation]
AGAP012473		eupolytin [Source:VB Community Annotation]
AGAP012474		
AGAP012475		
AGAP012476		Transforming growth factor, beta receptor 1 b [Source:VB Community Annotation]
AGAP012477		gamma-butyrobetaine dioxygenase [Source:VB Community Annotation]
AGAP012478		
AGAP012481		histone-lysine N-methyltransferase SETD8 [Source:VB Community Annotation]
AGAP012483		
AGAP012484		
AGAP012485		
AGAP012486		
AGAP012487	CPR152	cuticular protein RR-2 family 152 [Source:VB Community Annotation]
AGAP012488		
AGAP012489		
AGAP012490		
AGAP012492		eupolytin [Source:VB Community Annotation]
AGAP012493		
AGAP012494		
AGAP012495		
AGAP012496		
AGAP012497		
AGAP012498		
AGAP012499		polo-like kinase 4 [Source:VB Community Annotation]
AGAP012500		Sperm-associated antigen 7 homolog [Source:VB Community Annotation]
AGAP012501		
AGAP012502		
AGAP012503		Developmentally regulated RNA-binding protein [Source:VB Community Annotation]
AGAP012504		
AGAP012505		
AGAP012506		
AGAP012507		
AGAP012508		
AGAP012509		
AGAP012513		Hydroxysteroid dehydrogenase-like protein 2 [Source:VB Community Annotation]
AGAP012514		iron-regulated short-chain dehydrogenase/reductase [Source:VB Community Annotation]
AGAP012515		F-type H+-transporting ATPase subunit f [Source:VB Community Annotation]
AGAP012516		enhancer of zeste [Source:VB Community Annotation]
AGAP012517		
AGAP012518		
AGAP012519		fused [Source:VB Community Annotation]
AGAP012520		protein regulator of cytokinesis 1 [Source:VB Community Annotation]
AGAP012521		
AGAP012522		
AGAP012523		ATP-dependent RNA helicase DDX42 [Source:VB Community Annotation]
AGAP012524		
AGAP012525		guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 [Source:VB Community Annotation]
AGAP012526		
AGAP012528		
AGAP012529	GALE8	galectin 8 [Source:VB Community Annotation]
AGAP012530		
AGAP012532		
AGAP012533		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6 [Source:VB Community Annotation]
AGAP012534		
AGAP012535		
AGAP012536		
AGAP012537		
AGAP012538		
AGAP012539		
AGAP012540		
AGAP012541		
AGAP012542		
AGAP012543		
AGAP012544	CASPS14	short caspase 14 [Source:VB Community Annotation]
AGAP012545		
AGAP012546		
AGAP012547		Flotillin 2, isoform H [Source:VB Community Annotation]
AGAP012553		
AGAP012554		
AGAP012555		histone H2B [Source:VB Community Annotation]
AGAP012556	Osi5	protein osiris 5 [Source:VB Community Annotation]
AGAP012557		
AGAP012560		histone H2B [Source:VB Community Annotation]
AGAP012561		
AGAP012562		
AGAP012563		
AGAP012564		
AGAP012565		
AGAP012566		
AGAP012567		
AGAP012568		galactokinase [Source:VB Community Annotation]
AGAP012569		2Fe-2S ferredoxin [Source:VB Community Annotation]
AGAP012570		
AGAP012571		
AGAP012572		Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q7PD39]
AGAP012573		Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q7PD39]
AGAP012575		
AGAP012576		
AGAP012577		
AGAP012578	GPRMGL3	putative metabotropic glutamate receptor 3 [Source:VB Community Annotation]
AGAP012581		
AGAP012582		hydrolases of HD superfamily [Source:VB Community Annotation]
AGAP012583		
AGAP012584		
AGAP012586		Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q7PCX0]
AGAP012587		
AGAP012588		
AGAP012589		
AGAP012590		MutT domain protein-like protein [Source:VB Community Annotation]
AGAP012591	CLIPA3	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP012592		
AGAP012593		
AGAP012594		
AGAP012596		
AGAP012597		guanylate cyclase receptor-type gcy-1 [Source:VB Community Annotation]
AGAP012598		
AGAP012599		
AGAP012600		COUP transcription factor 2 [Source:VB Community Annotation]
AGAP012601		endoribonuclease, L-PSP family [Source:VB Community Annotation]
AGAP012602		
AGAP012604		
AGAP012605	Osi10	protein osiris 10 [Source:VB Community Annotation]
AGAP012606		golgi phosphoprotein 3 [Source:VB Community Annotation]
AGAP012607		
AGAP012608		20S proteasome subunit beta 7 [Source:VB Community Annotation]
AGAP012609		
AGAP012610		
AGAP012611		translation initiation factor eIF-2B subunit alpha [Source:VB Community Annotation]
AGAP012612		
AGAP012613		
AGAP012615		
AGAP012616	PPO5	prophenoloxidase 5 [Source:VB Community Annotation]
AGAP012617		
AGAP012619		
AGAP012620		lipase [Source:VB Community Annotation]
AGAP012621		
AGAP012622		
AGAP012623		
AGAP012624		Annexin (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7QM49]
AGAP012625		Annexin (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7QM48]
AGAP012626		Transporter [Source:UniProtKB/TrEMBL;Acc:A0NB45]
AGAP012627		
AGAP012628		
AGAP012631		
AGAP012634		alkaline phosphatase [Source:VB Community Annotation]
AGAP012635		
AGAP012636		
AGAP012637		
AGAP012638		
AGAP012641		aldose reductase [Source:VB Community Annotation]
AGAP012642		
AGAP012643		solute carrier family 7 (cationic amino acid transporter, y+ system) [Source:VB Community Annotation]
AGAP012644		
AGAP012645		mRNA-decapping enzyme 1B [Source:VB Community Annotation]
AGAP012646		
AGAP012647		sulfotransferase [Source:VB Community Annotation]
AGAP012648		
AGAP012649		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP012650		
AGAP012652		
AGAP012653		
AGAP012654		
AGAP012655		AAA family ATPase [Source:VB Community Annotation]
AGAP012656		carbonic anhydrase 2 [Source:VB Community Annotation]
AGAP012658	Obp68	odorant-binding protein [Source:VB Community Annotation]
AGAP012659	Obp67	odorant-binding protein [Source:VB Community Annotation]
AGAP012660		Transmembrane 9 superfamily member (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0NB39]
AGAP012661		
AGAP012662		omega-amidase [Source:VB Community Annotation]
AGAP012663		
AGAP012665		
AGAP012666		
AGAP012667		
AGAP012668		
AGAP012669		
AGAP012670		
AGAP012671		
AGAP012672		sulfotransferase [Source:VB Community Annotation]
AGAP012673		
AGAP012674		
AGAP012675		
AGAP012676	CPLCP26	cuticular protein (putative) CPLCP26 [Source:VB Community Annotation]
AGAP012677		
AGAP012678	G6PD	Glucose-6-phosphate 1-dehydrogenase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7QLH1]
AGAP012679		
AGAP012680		
AGAP012681		
AGAP012682		
AGAP012683		
AGAP012684		vesicle-fusing ATPase [Source:VB Community Annotation]
AGAP012685		serine/threonine-protein kinase PRP4 [Source:VB Community Annotation]
AGAP012686		
AGAP012690		
AGAP012691		
AGAP012692		eupolytin [Source:VB Community Annotation]
AGAP012693		
AGAP012694		
AGAP012695		RAB5-interacting protein [Source:VB Community Annotation]
AGAP012696		Sulfotransferase (Sult) [Source:VB Community Annotation]
AGAP012697		Sulfotransferase (Sult) [Source:VB Community Annotation]
AGAP012698	GPROAR2	putative octopamine receptor 2 [Source:VB Community Annotation]
AGAP012700		
AGAP012701		
AGAP012702		
AGAP012703	TO2	takeout 2 [Source:VB Community Annotation]
AGAP012704		
AGAP012705		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7 [Source:VB Community Annotation]
AGAP012706		Acp34A-2 [Source:VB Community Annotation]
AGAP012707		
AGAP012708		
AGAP012709		Histone H3 (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7QLH6]
AGAP012710		Histone H2B [Source:UniProtKB/Swiss-Prot;Acc:Q27442]
AGAP012711		Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7PD33]
AGAP012712		
AGAP012713		Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:Q7PU09]
AGAP012714	Obp72	odorant-binding protein [Source:VB Community Annotation]
AGAP012715		
AGAP012716		
AGAP012717		vesicle transport protein SEC22 [Source:VB Community Annotation]
AGAP012718		proline oxidase [Source:VB Community Annotation]
AGAP012719		
AGAP012720		
AGAP012721		
AGAP012722		
AGAP012723		
AGAP012724		
AGAP012725		
AGAP012726		
AGAP012727		NADH dehydrogenase I, M subunit [Source:VB Community Annotation]
AGAP012728		
AGAP012729		
AGAP012730		
AGAP012731		COMPASS component SWD3 [Source:VB Community Annotation]
AGAP012732		
AGAP012734		
AGAP012735		
AGAP012736		
AGAP012737		nucleoside diphosphate-linked moiety X motif 19, mitochondrial precursor [Source:VB Community Annotation]
AGAP012738		
AGAP012739		
AGAP012741		
AGAP012742		
AGAP012743		DNA replication complex GINS protein PSF2 [Source:UniProtKB/TrEMBL;Acc:Q5TXV1]
AGAP012744		LIM and senescent cell antigen-like-containing domain protein 2 [Source:VB Community Annotation]
AGAP012745		Anpep [Source:VB Community Annotation]
AGAP012746		Phyhd1 protein [Source:VB Community Annotation]
AGAP012748		
AGAP012749		
AGAP012750		
AGAP012751		
AGAP012752		
AGAP012753		
AGAP012754		ubiquitin-conjugating enzyme E2 E1 [Source:VB Community Annotation]
AGAP012755		ER lumen protein retaining receptor [Source:VB Community Annotation]
AGAP012756		ER lumen protein retaining receptor [Source:VB Community Annotation]
AGAP012758		
AGAP012759		
AGAP012760		
AGAP012761		Synaptic vesicle protein [Source:VB Community Annotation]
AGAP012763		cyclin-related protein FAM58A [Source:VB Community Annotation]
AGAP012764		
AGAP012765		alpha 1 type II collagen [Source:VB Community Annotation]
AGAP012766		
AGAP012767		
AGAP012768		
AGAP012769		
AGAP012770		molecular chaperone GrpE [Source:VB Community Annotation]
AGAP012771		
AGAP012772		
AGAP012773		
AGAP012775		
AGAP012776		
AGAP012777		
AGAP012778		kallikrein [Source:VB Community Annotation]
AGAP012779		
AGAP012780		
AGAP012781		
AGAP012782		
AGAP012783		
AGAP012784		annexin A4 [Source:VB Community Annotation]
AGAP012787		
AGAP012788		cytosolic Fe-S cluster assembly factor NUBP2 homolog [Source:VB Community Annotation]
AGAP012792		WD repeat domain phosphoinositide-interacting protein 3 [Source:VB Community Annotation]
AGAP012793		
AGAP012795		
AGAP012796		DNA-directed RNA polymerases I and III subunit RPAC1 [Source:VB Community Annotation]
AGAP012798		
AGAP012799		translation initiation factor eIF-2B subunit alpha [Source:VB Community Annotation]
AGAP012800		
AGAP012801	NIT8503	
AGAP012802		
AGAP012803		
AGAP012804		oligoribonuclease [Source:VB Community Annotation]
AGAP012805		
AGAP012806		
AGAP012807		
AGAP012808		
AGAP012809		BCS1 (mitochondrial chaperone) homolog family member [Source:VB Community Annotation]
AGAP012811		
AGAP012812		
AGAP012813		
AGAP012814		
AGAP012815		
AGAP012816		
AGAP012817		
AGAP012818		V-type proton ATPase subunit a [Source:UniProtKB/TrEMBL;Acc:A0NAG9]
AGAP012819		dipeptidyl-peptidase 3 [Source:VB Community Annotation]
AGAP012820		
AGAP012821		
AGAP012822		
AGAP012823		NADH dehydrogenase 1 alpha subcomplex subunit 2 [Source:VB Community Annotation]
AGAP012824		putative G-protein coupled receptor GPCR [Source:VB Community Annotation]
AGAP012825		DNA polymerase epsilon subunit 3 [Source:VB Community Annotation]
AGAP012826		Interferon-stimulated gene 20 kDa protein [Source:VB Community Annotation]
AGAP012827		
AGAP012828		
AGAP012829		
AGAP012830		
AGAP012831		
AGAP012832		
AGAP012833	mRpS24	28S ribosomal protein S24, mitochondrial [Source:VB Community Annotation]
AGAP012834		
AGAP012835		
AGAP012836		tRNA (cytosine38-C5)-methyltransferase [Source:VB Community Annotation]
AGAP012837	mRpL43	39S ribosomal protein L43, mitochondrial [Source:VB Community Annotation]
AGAP012838		
AGAP012839		
AGAP012840		
AGAP012841		N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B [Source:VB Community Annotation]
AGAP012842		
AGAP012843		
AGAP012844		calmodulin [Source:VB Community Annotation]
AGAP012845		Selenium-binding protein [Source:VB Community Annotation]
AGAP012846		exodeoxyribonuclease 7 small subunit [Source:VB Community Annotation]
AGAP012847		autophagy-related protein 12 [Source:VB Community Annotation]
AGAP012848	ABCC15	ATP-binding cassette transporter (ABC transporter) family C member 15 [Source:VB Community Annotation]
AGAP012849		
AGAP012850		
AGAP012851		Aldo-keto reductase family 1, member C3 [Source:VB Community Annotation]
AGAP012852		
AGAP012853		
AGAP012854		
AGAP012855		
AGAP012856		ATP-dependent RNA helicase DDX28 [Source:VB Community Annotation]
AGAP012857		MutT domain protein-like protein [Source:VB Community Annotation]
AGAP012858		
AGAP012859		
AGAP012860		Carbohydrate sulfotransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q5TXZ0]
AGAP012861		
AGAP012862		
AGAP012863		
AGAP012865		
AGAP012866		
AGAP012867		odorant-binding protein [Source:VB Community Annotation]
AGAP012868		
AGAP012869		
AGAP012870		
AGAP012871		
AGAP012872		
AGAP012873		cycle [Source:VB Community Annotation]
AGAP012874		S-adenosylmethionine synthase (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0NAE8]
AGAP012875		
AGAP012876		
AGAP012877		
AGAP012879	RpL18a-2	60S ribosomal protein L18a (partial) [Source:VB Community Annotation]
AGAP012880		transcription initiation factor TFIIH subunit 4 [Source:VB Community Annotation]
AGAP012881		Envelysin [Source:VB Community Annotation]
AGAP012882		
AGAP012883		acyl-protein thioesterase 1,2 [Source:VB Community Annotation]
AGAP012884		
AGAP012885		Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q7PCX0]
AGAP012887		
AGAP012888		
AGAP012889		Flagellar hook-basal body complex protein FliE [Source:VB Community Annotation]
AGAP012891		heat shock 70kDa protein 1/8 [Source:VB Community Annotation]
AGAP012892		
AGAP012893		
AGAP012894		Histone H2B [Source:UniProtKB/Swiss-Prot;Acc:Q27442]
AGAP012895		Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7PD33]
AGAP012896		N-ethylmaleimide-sensitive factor attachment protein, gamma [Source:VB Community Annotation]
AGAP012897		cystathionine beta-synthase [Source:VB Community Annotation]
AGAP012898		
AGAP012900		
AGAP012901		
AGAP012902		
AGAP012903		cuticular protein 3 from two-cysteine family [Source:VB Community Annotation]
AGAP012904		
AGAP012905		cullin 3b [Source:VB Community Annotation]
AGAP012906		60S ribosomal protein L6 [Source:VB Community Annotation]
AGAP012907		
AGAP012908		dehydrodolichyl diphosphate synthase [Source:VB Community Annotation]
AGAP012909		
AGAP012910		
AGAP012911		
AGAP012912		
AGAP012913		
AGAP012915		
AGAP012916		
AGAP012917		ADP-ribosylation factor-like protein 2-binding protein [Source:VB Community Annotation]
AGAP012918		
AGAP012919		
AGAP012921		
AGAP012922		
AGAP012923		asparagine synthetase B [Source:VB Community Annotation]
AGAP012924		arginine kinase [Source:VB Community Annotation]
AGAP012945		CASPS4 protein [Source:VB Community Annotation]
AGAP012946		
AGAP012947		
AGAP012948		
AGAP012949		
AGAP012950		
AGAP012951	IR41c	ionotropic receptor IR41c [Source:VB Community Annotation]
AGAP012952		
AGAP012953		epidermal retinal dehydrogenase [Source:VB Community Annotation]
AGAP012954		
AGAP012955		solute carrier family 19, member 2 [Source:VB Community Annotation]
AGAP012956		
AGAP012957	CYP4D17	cytochrome P450 [Source:VB Community Annotation]
AGAP012958		
AGAP012959		
AGAP012960		
AGAP012961		
AGAP012962		phosphatidylethanolamine binding protein [Source:VB Community Annotation]
AGAP012963		
AGAP012964		
AGAP012966		
AGAP012967		ADP-ribosylation factor-like protein 2-binding protein [Source:VB Community Annotation]
AGAP012968		
AGAP012969	IR41t.2	ionotropic receptor IR41t.2 [Source:VB Community Annotation]
AGAP012970		Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP012971		
AGAP012972		
AGAP012974		
AGAP012975		histamine-gated chloride channel subunit [Source:VB Community Annotation]
AGAP012977		
AGAP012979		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP012981		NipSnap homolog 2 [Source:VB Community Annotation]
AGAP012982	GPROP3	long wavelength sensitive opsin [Source:VB Community Annotation]
AGAP012983		
AGAP012984		Protease m1 zinc metalloprotease [Source:VB Community Annotation]
AGAP012985	GPROP4	long wavelength sensitive opsin [Source:VB Community Annotation]
AGAP012986		
AGAP012987		
AGAP012988		
AGAP012989		
AGAP012990	RpS23	40S ribosomal protein S23 [Source:VB Community Annotation]
AGAP012991		Fascin [Source:UniProtKB/TrEMBL;Acc:F5HLZ2]
AGAP012992		
AGAP012993		
AGAP012994		
AGAP012995		
AGAP012996		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP012997		
AGAP012998		
AGAP012999		
AGAP013000		
AGAP013001		aminopeptidase N [Source:VB Community Annotation]
AGAP013002		
AGAP013004		
AGAP013005		
AGAP013007		
AGAP013008		
AGAP013009		
AGAP013010		
AGAP013011		A-kinase anchoring protein AKAP120 [Source:VB Community Annotation]
AGAP013012		
AGAP013013		
AGAP013014		
AGAP013015		p53 and DNA damage-regulated protein [Source:VB Community Annotation]
AGAP013016		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP013017		
AGAP013018		abhydrolase domain-containing protein FAM108B1 [Source:VB Community Annotation]
AGAP013019		
AGAP013020		
AGAP013021		
AGAP013022		
AGAP013023		
AGAP013024		
AGAP013026		
AGAP013027		Protein toll [Source:VB Community Annotation]
AGAP013028		
AGAP013029		
AGAP013030		dynein light chain roadblock-type 2 [Source:VB Community Annotation]
AGAP013031		
AGAP013032		
AGAP013033		
AGAP013034	IAP8	inhibitor of apoptosis 8 [Source:VB Community Annotation]
AGAP013035		
AGAP013036		
AGAP013038		
AGAP013039		
AGAP013040		
AGAP013041		
AGAP013043		
AGAP013044		cleavage and polyadenylation specificity factor subunit 4 [Source:VB Community Annotation]
AGAP013045		
AGAP013046		
AGAP013047		
AGAP013048		SRA stem-loop-interacting RNA-binding protein, mitochondrial precursor [Source:VB Community Annotation]
AGAP013049		
AGAP013050		
AGAP013051		
AGAP013052		
AGAP013053		
AGAP013054		
AGAP013055		
AGAP013056		salivary secreted peptide of the 13 kDa family [Source:VB Community Annotation]
AGAP013057		
AGAP013059		
AGAP013060		
AGAP013061		
AGAP013063		Synaptic vesicle protein [Source:VB Community Annotation]
AGAP013064		
AGAP013065		Tal-like protein AA [Source:VB Community Annotation]
AGAP013066		
AGAP013067		
AGAP013070		
AGAP013071		Stearoyl-CoA desaturase 5 [Source:VB Community Annotation]
AGAP013072		
AGAP013073		
AGAP013074		
AGAP013075		
AGAP013078		Plasma glutamate carboxypeptidase precursor [Source:VB Community Annotation]
AGAP013079		
AGAP013080	TWDL5	cuticular protein TWDL family (TWDL5) [Source:VB Community Annotation]
AGAP013081		
AGAP013083		
AGAP013084		
AGAP013085	IR75g	ionotropic receptor IR75g [Source:VB Community Annotation]
AGAP013086		
AGAP013088		
AGAP013089		
AGAP013090		
AGAP013091		
AGAP013092		cytochrome c oxidase subunit VIb polypeptide 1 [Source:VB Community Annotation]
AGAP013093		Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/TrEMBL;Acc:F5HJ21]
AGAP013094		Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:F5HMZ4]
AGAP013095		
AGAP013096		
AGAP013097		
AGAP013098		
AGAP013100		
AGAP013101		
AGAP013102	mRpS12	28S ribosomal protein S12, mitochondrial [Source:VB Community Annotation]
AGAP013104		
AGAP013105		
AGAP013106		Niemann-Pick Type C-2 [Source:VB Community Annotation]
AGAP013107		
AGAP013109		
AGAP013110		
AGAP013111		
AGAP013112		mRNA binding protein [Source:VB Community Annotation]
AGAP013113		
AGAP013114		
AGAP013115		
AGAP013117		
AGAP013118		centrosomal protein CEP120 [Source:VB Community Annotation]
AGAP013119		
AGAP013120	Cht5-3	chitinase [Source:VB Community Annotation]
AGAP013121		
AGAP013122		sulfatase modifying factor 1 [Source:VB Community Annotation]
AGAP013123		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP013124		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP013125		
AGAP013126		Frequenin-1 [Source:VB Community Annotation]
AGAP013127		
AGAP013128	CYP6AA2	cytochrome P450 [Source:VB Community Annotation]
AGAP013130		
AGAP013132	GALE9	galectin 9 [Source:VB Community Annotation]
AGAP013133		
AGAP013134		
AGAP013136		
AGAP013137		
AGAP013138		
AGAP013139		
AGAP013140		
AGAP013141		
AGAP013142		
AGAP013143		Rho GTPase-activating protein 26 [Source:VB Community Annotation]
AGAP013145		
AGAP013146	APN5	aminopeptidase 5 [Source:VB Community Annotation]
AGAP013147		
AGAP013148		NAD-dependent deacetylase [Source:VB Community Annotation]
AGAP013149	GPROP1	long wavelength sensitive opsin [Source:VB Community Annotation]
AGAP013150		Protease m1 zinc metalloprotease [Source:VB Community Annotation]
AGAP013151		
AGAP013152		
AGAP013154	IR7h.1	ionotropic receptor IR7h.1 [Source:VB Community Annotation]
AGAP013155		Protease m1 zinc metalloprotease [Source:VB Community Annotation]
AGAP013156		
AGAP013157		Antp family [Source:VB Community Annotation]
AGAP013158		
AGAP013160		
AGAP013161		fatty-acid amide hydrolase 2 [Source:VB Community Annotation]
AGAP013162		
AGAP013163		
AGAP013164		
AGAP013165		
AGAP013166	Cht5-1	chitinase [Source:VB Community Annotation]
AGAP013167		Sorting and assembly machinery component 50 homolog A [Source:VB Community Annotation]
AGAP013168	Mocs2	Molybdopterin synthase catalytic subunit [Source:UniProtKB/Swiss-Prot;Acc:Q7QAD7]
AGAP013169		
AGAP013170		
AGAP013171		
AGAP013172	IR7y	ionotropic receptor IR7y [Source:VB Community Annotation]
AGAP013173		
AGAP013174		
AGAP013175	TWDL4	cuticular protein TWDL family (TWDL4) [Source:VB Community Annotation]
AGAP013176		
AGAP013177		
AGAP013178		
AGAP013179		
AGAP013180		Spindle B [Source:VB Community Annotation]
AGAP013181		carboxypeptidase A [Source:VB Community Annotation]
