GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP013440		SRA stem-loop-interacting RNA-binding protein, mitochondrial [Source:VB Community Annotation]	0.864	0.474	0.804	0.0	0.006	0.0	0.002	0.0	0.012	0.685	0.021	0.508	0.037	0.641	0.094	0.0	0.248	0.0	0.042	0.0	0.016	0.818	0.746
AGAP006806		mitochondrial thiamine pyrophosphate carrier [Source:VB Community Annotation]	0.864	0.871	0.696	0.195	0.078	0.709	0.035	0.653	0.174	0.637	0.01	0.237	0.0	0.831	0.001	0.071	0.587	0.0	0.088	0.001	0.001	0.0	0.471
AGAP010409	OBP22	odorant-binding protein 22 [Source:VB Community Annotation]	0.864	0.001	0.068	0.03	0.011	0.017	0.0	0.122	0.017	0.848	0.715	0.244	0.679	0.117	0.398	0.029	0.003	0.0	0.013	0.868	0.648	0.82	0.109
AGAP005047	Gr43	gustatory receptor 43 [Source:VB Community Annotation]	0.865	0.136	0.98	0.325	0.244	0.868	0.407	0.139	0.738	0.265	0.456	0.776	0.179	0.26	0.757	0.617	0.175	0.063	0.471		0.188	0.587	0.999
AGAP003171		nucleolar protein 12 [Source:VB Community Annotation]	0.866	0.546	0.0	0.917	0.0	0.744	0.96	0.001	0.172	0.987	0.008	0.292	0.0	0.077	0.0	0.035	0.0	0.191	0.732	0.346	0.118	0.179	0.0
AGAP013154	IR7h.1	ionotropic receptor IR7h.1 [Source:VB Community Annotation]	0.867	0.773	0.885	0.081	0.403					0.912	0.75		0.75	0.945		0.792	0.434	0.527					
AGAP000365		alpha-1,3-fucosyltransferase [Source:VB Community Annotation]	0.867	0.538	0.002	0.78	0.033	0.852	0.0	0.0	0.0	0.948	0.212	0.781	0.827	0.16	0.437	0.0	0.0	0.0	0.981	0.341	0.677	0.0	0.841
AGAP002295			0.867	0.314	0.985	0.027	0.012	0.036	0.005	0.015	0.023	0.606	0.469	0.932	0.854	0.997	0.879	0.291	0.99	0.0	0.0	0.19	0.002	0.727	0.525
AGAP002312			0.867	0.574	0.922	0.007	0.029	0.686	0.925	0.345	0.318	0.371	1.0	0.188	0.837	0.18	0.68	0.924	0.587	0.867	0.084	0.096	0.386	0.587	0.369
AGAP003361			0.867	0.0	0.001	0.797	0.473	0.728	0.297	0.03	0.004	0.777	0.037	0.831	0.119	0.061	0.001	0.0	0.765	0.882	0.008	0.063	0.045	0.09	0.0
AGAP010326	AQP3	aquaporin [Source:VB Community Annotation]	0.868	0.0	0.0	0.001	0.0	0.0	0.014	0.0	0.0	0.643	0.208	0.561	0.98	0.177	0.017	0.0	0.0	0.0	0.078	0.121	0.101	0.019	0.0
AGAP013164			0.868	0.528	0.977	0.168	0.487											0.205	0.746	0.791					0.592
AGAP002398			0.869	0.681	0.386	0.949	0.053	0.936	0.822	0.966	0.8	0.403	0.979	0.77	0.492	0.844		0.97	0.841	0.172	0.814		0.738		0.794
AGAP028610			0.869	0.059	0.014	0.378	0.329	0.077	0.138	0.09	0.051	0.872	0.014	0.396	0.0	0.667	0.001	0.22	0.39	0.001	0.0	0.008	0.596	0.975	0.571
AGAP003078		endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]	0.869	0.827	0.82	0.877	0.43	0.631	0.773	0.981	0.669	0.038	0.744	0.731	0.14	0.457	0.354	0.027	0.432	0.917	0.785	0.877	0.37	0.694	0.044
AGAP013071		Stearoyl-CoA desaturase 5 [Source:VB Community Annotation]	0.869	0.981	0.206	0.026	0.0	0.475	0.052	0.129	0.283	0.045	0.1	0.016	0.033	0.002	0.01	0.88	0.493	0.0	0.0	0.0	0.0	0.167	0.493
AGAP001529		H/ACA ribonucleoprotein complex subunit [Source:UniProtKB/TrEMBL;Acc:Q7PXR0]	0.869	0.328	0.0	0.0	0.031	0.527	0.961	0.119	0.888	0.002	0.221	0.15	0.67	0.535	0.304	0.922	0.304	0.013	0.001	0.895	0.0	0.998	0.123
AGAP028213			0.869	0.049	0.996	0.972	0.344								0.778			0.835	0.823	0.664	0.134		0.219		0.973
AGAP008917		DNA topoisomerase II [Source:VB Community Annotation]	0.87	0.011	0.431	0.035	0.001	0.942	0.132	0.243	0.06	0.0	0.022	0.001	0.009	0.0	0.0	0.147	0.568	0.0	0.014	0.304	0.007	0.254	0.275
AGAP005118	mRpS17	28S ribosomal protein S17, mitochondrial [Source:VB Community Annotation]	0.871	0.173	0.172	0.739	0.011	0.983	0.596	0.353	0.048	0.343	0.391	0.308	0.387	0.314	0.358	0.056	0.929	0.311	0.005	0.0	0.382	0.773	0.004
AGAP001493			0.871	0.82	0.273	0.821	0.949	0.375	0.001	0.86	0.349	0.773	0.295	0.114	0.941	0.254	0.67	0.554	0.971	0.014	0.236	0.163	0.517	0.773	0.565
AGAP003810			0.871	0.332	0.342	0.142	0.154	0.356	0.924	0.063	0.029	0.883	0.077	0.339	0.002	0.486	0.013	0.062	0.419	0.0	0.169	0.004	0.786	0.004	0.707
AGAP011144			0.871	0.905	0.368	0.693	0.976		0.931		0.993	0.531	0.715	0.727	0.87	0.89	0.802	0.884	0.402	0.005	0.74		0.223		0.793
AGAP009913		actin-binding protein IPP [Source:VB Community Annotation]	0.872	0.094	0.0	0.019	0.511	0.686	0.428	0.826	0.144	0.94	0.007	0.482	0.0	0.296	0.001	0.685	0.11	0.177	0.0	0.296	0.008	0.4	0.457
AGAP007828			0.872	0.007	0.012	0.011	0.056	0.561	0.278	0.023	0.047	0.695	0.3	0.881	0.131	0.827	0.019	0.135	0.96	0.044	0.0	0.0	0.0	0.884	0.006
AGAP009271	Prosbeta1	26S proteasome beta 1 subunit [Source:VB Community Annotation]	0.872	0.105	0.032	0.0	0.001	0.63	0.984	0.952	0.083	0.133	0.098	0.044	0.049	0.009	0.015	0.175	0.069	0.678	0.0	0.768	0.004	0.793	0.634
AGAP010027			0.872	0.276	0.699	0.01	0.056	0.744	0.565		0.126	0.22	0.732	0.308	0.572	0.409	0.375	0.288	0.257	0.0	0.727	0.449	0.65	0.945	0.944
AGAP011910			0.872	0.917	0.937	0.203	0.594	0.874	0.846	0.844	0.45	0.25	0.011	0.342	0.032	0.574	0.058	0.182	0.327	0.382	0.061		0.764		0.56
AGAP028103			0.872	0.445	0.001	0.0	0.0	0.458	0.905	0.959	0.799	0.509	0.033	0.93	0.0	0.486	0.0	0.971	0.026	0.357	0.023	0.228	0.128	0.367	0.329
AGAP003421			0.872	0.24	0.0	0.002	0.241	0.006	0.0	0.0	0.0	0.22	0.647	0.693	0.952	0.636	0.982	0.043	0.0	0.01	0.0	0.0	0.0	0.026	0.0
AGAP002404		cullin 5 [Source:VB Community Annotation]	0.872	0.169	0.16	0.0	0.148	0.519	0.193	0.747	0.708	0.261	0.0	0.957	0.0	0.215	0.0	0.211	0.056	0.0	0.826	0.809	0.352	0.05	0.376
AGAP008886		Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7PWQ3]	0.872	0.767	0.891	0.261	0.852	0.952	0.506	0.825	0.79	0.575	0.798	0.441	0.683	0.56		0.088	0.281	0.097	0.36	0.919	0.789		0.678
AGAP010321		DNA-directed RNA polymerase II subunit RPB3 [Source:VB Community Annotation]	0.872	0.0	0.0	0.315	0.827	0.354	0.502	0.708	0.414	0.169	0.074	0.994	0.003	0.978	0.005	0.0	0.001	0.165	0.001	0.708	0.022	0.131	0.0
AGAP001625			0.873	0.67	0.808	0.027	0.527	0.279	0.267	0.346	0.221	0.293	0.137	0.325	0.141	0.043	0.009	0.116	0.252	0.329	0.984	0.759	0.277	0.616	0.192
AGAP002937			0.873	0.32	0.023	0.0	0.018	0.501	0.76	0.879	0.578	0.276	0.255	0.093	0.529	0.06	0.722	0.577	0.75	0.0			0.973	0.67	0.898
AGAP005858		protein lin-7 homolog C [Source:VB Community Annotation]	0.873	0.002	0.036	0.577	0.767	0.94	0.584	0.177	0.127	0.779	0.652	0.343	0.237	0.351	0.231	0.5	0.975	0.0	0.545	0.431	0.406	0.187	0.269
AGAP008419		Ras-related protein Rab-14 [Source:VB Community Annotation]	0.873	0.083	0.0	0.0	0.009	0.983	0.396	0.714	0.229	0.114	0.0	0.067	0.0	0.011	0.0	0.232	0.075	0.946	0.011	0.007	0.021	0.624	0.189
AGAP004628		scaffold protein salvador [Source:VB Community Annotation]	0.874	0.768	0.97	0.731	0.971	0.155	0.798	0.618	0.415	0.287	0.465	0.515	0.265	0.579	0.1	0.69	0.024	0.004	0.001	0.961	0.187	0.047	0.387
AGAP002270	CLIPB7	CLIP-domain serine protease [Source:VB Community Annotation]	0.875	0.098	0.043	0.0	0.002	0.167	0.0	0.0	0.0	0.428	0.001	0.587	0.001	0.682	0.0	0.048	0.001	0.394	0.01	0.983	0.101	0.024	0.0
AGAP008656	sema1a	semaphorin 6 [Source:VB Community Annotation]	0.875	0.012	0.296	0.0	0.11	0.557	0.014	0.953	0.383	0.01	0.501	0.006	0.475	0.0	0.101	0.789	0.547	0.267	0.0	0.003	0.006	0.031	0.748
AGAP009402	OBP43	odorant-binding protein 43 [Source:VB Community Annotation]	0.875	0.822	0.478	0.238	0.902	0.084	0.445	0.966	0.732	0.589	0.112			0.863	0.413	0.239	0.003	0.345	0.506		0.351	0.0	0.026
AGAP010716		HIG1 hypoxia inducible domain family, member 1B [Source:VB Community Annotation]	0.875	0.962	0.0	0.967	0.24	0.002	0.364	0.036	0.489	0.002	0.0	0.172	0.018	0.085	0.004	0.192	0.854	0.0	0.077	0.059	0.014	0.048	0.301
AGAP008339		signal recognition particle subunit SRP14 [Source:VB Community Annotation]	0.875	0.121	0.028	0.0	0.0	0.863	0.957	0.59	0.48	0.958	0.187	0.839	0.034	0.325	0.004	0.271	0.636	0.045	0.935	0.99	0.604	0.197	0.013
AGAP006000	CPR25	cuticular protein RR-1 family 25 [Source:VB Community Annotation]	0.876	0.0	0.438	0.323	0.0	0.407	0.94	0.122	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.331	0.879	0.0	0.0	0.0	0.0	0.385	0.004
AGAP004054		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7QH66]	0.876	0.956	0.502	0.395	0.981		0.894		0.957	0.954	0.935	0.474	0.435	0.563		0.565	0.152	0.107					0.694
AGAP005239		mitochondrial oxaloacetate transport protein [Source:VB Community Annotation]	0.876	0.194	0.013	0.919	0.79	0.457	0.682	0.533	0.043	0.159	0.761	0.001	0.178	0.556	0.819	0.659	0.159	0.073	0.269	0.738	0.233	0.298	0.086
AGAP003713			0.876	0.931	0.0	0.003	0.0	0.532	0.0	0.254	0.0	0.997	0.715	0.947		0.569	0.913	0.0	0.027	0.001	0.0	0.0	0.016	0.0	0.471
AGAP008181		protein SMG5 [Source:VB Community Annotation]	0.877	0.126	0.884	0.006	0.883	0.872	0.414	0.768	0.203	0.049	0.518	0.021	0.707	0.005	0.798	0.999	0.41	0.0	0.439	0.144	0.763	0.543	0.008
AGAP010806			0.877	0.024	0.586	0.0	0.0	0.262	0.006	0.022	0.0	0.491	0.001	0.178	0.0	0.123	0.012	0.083	0.007	0.0	0.001	0.133	0.079	0.855	0.438
AGAP013394			0.877	0.268	0.848	0.093	0.01	0.537	0.323	0.515	0.113	0.468	0.702	0.202	0.432	0.242	0.401	0.451	0.995	0.0	0.008	0.092	0.042	0.202	0.498
AGAP010368		2-hydroxyacyl-CoA lyase 1 [Source:VB Community Annotation]	0.877	0.425	0.482	0.232	0.615	0.0	0.0	0.003	0.034	0.443	0.182	0.225	0.104	0.181	0.056	0.076	0.018	0.097	0.0	0.842	0.613	0.01	0.095
AGAP008593			0.877	0.0	0.0	0.0	0.158	0.18	0.634	0.555	0.966	0.036	0.0	0.525	0.004	0.281	0.014	0.011	0.514	0.0	0.092	0.662	0.977	0.045	0.77
AGAP001177		Ca2+-triggered coelenterazine-binding protein 1 [Source:VB Community Annotation]	0.878	0.012	0.012	0.021	0.0	0.666	0.953	0.714	0.916	0.732	0.615	0.852	0.326	0.884	0.51	0.058	0.121	0.021	0.382	0.159	0.419	0.008	0.1
AGAP002528		trafficking protein particle complex subunit 2 [Source:VB Community Annotation]	0.878	0.32	0.364	0.196	0.017	0.775	0.424	0.506	0.169	0.215	0.471	0.805	0.983	0.926	0.877	0.584	0.991	0.009	0.119	0.331	0.919	0.353	0.931
AGAP004203	Vg	vitellogenin [Source:VB Community Annotation]	0.878	0.34	0.002	0.319	0.583	0.372	0.013	0.0	0.006	0.182	0.007	0.048	0.009	0.217	0.018	0.001	0.0	0.051	0.348	0.191	0.931	0.385	0.354
AGAP004942		poly(rC)-binding protein 2/3/4 [Source:VB Community Annotation]	0.878	0.561	0.558	0.0	0.001	0.797	0.148	0.633	0.905	0.032	0.044	0.002	0.005	0.321	0.233	0.265	0.001	0.187	0.217	0.021	0.003	0.996	0.753
AGAP005894		electron-transferring-flavoprotein dehydrogenase [Source:VB Community Annotation]	0.878	0.049	0.008	0.0	0.031	0.122	0.005	0.0	0.0	0.027	0.752	0.061	0.336	0.038	0.68	0.262	0.556	0.0	0.201	0.814	0.258	0.002	0.203
AGAP010982			0.878	0.67	0.087	0.001	0.107	0.849	0.928	0.55	0.266	0.147	0.001	0.028	0.0	0.015	0.0	0.002	0.19	0.001	0.001	0.349	0.013	0.001	0.001
AGAP000498		nuclear transport factor 2 [Source:VB Community Annotation]	0.878	0.439	0.0	0.002	0.702	0.893	0.513	0.185	0.647	0.017	0.721	0.071	0.62	0.001	0.538	0.0	0.241	0.041	0.178	0.696	0.489	0.001	0.569
AGAP000876		achaete-scute complex protein [Source:VB Community Annotation]	0.878	0.58	0.329	0.898	0.858	0.695	0.73	0.71	0.241	0.891	0.868	0.982	0.735	0.836	0.534	0.335	0.881	0.199	0.976	0.23	0.389	0.616	0.774
AGAP001207		COMM domain-containing protein 4 [Source:VB Community Annotation]	0.878	0.782	0.03	0.645	0.47	0.722	0.659	0.022	0.005	0.581	0.001	0.113	0.003	0.003	0.172	0.888	0.015	0.0	0.017	0.882	0.137	0.861	0.024
AGAP001861	CYP4H14	cytochrome P450 [Source:VB Community Annotation]	0.878	0.889	0.737	0.335	0.417	0.943	0.8	0.882	0.927	0.759	0.547	0.655	0.46	0.606	0.419	0.642	0.486	0.355	0.542	0.81	0.808	0.571	0.682
AGAP001957		phosphatidylinositol transfer protein, beta [Source:VB Community Annotation]	0.878	0.047	0.443	0.015	0.638	0.019	0.775	0.055	0.062	0.089	0.459	0.111	0.423	0.593	0.874	0.019	0.018	0.0	0.0	0.019	0.006	0.188	0.03
AGAP002250		calcium/calmodulin-dependent protein kinase kinase [Source:VB Community Annotation]	0.878	0.137	0.558	0.195	0.217	0.008	0.0	0.0	0.0	0.11	0.304	0.288	0.611	0.008	0.081	0.026	0.475	0.051	0.325	0.738	0.103	0.0	0.002
AGAP003664		Envelysin [Source:VB Community Annotation]	0.878	0.077	0.235	0.145	0.73	0.462	0.63	0.848	0.567	0.324	0.929	0.666	0.716	0.519	0.82	0.003	0.342	0.287	0.291	0.77	0.928	0.524	0.063
AGAP006167	Or6	odorant receptor 6 [Source:VB Community Annotation]	0.878	0.276	0.511	0.193	0.911	0.624	0.579	0.85	0.579	0.967	0.598	0.764	0.26	0.235	0.021	0.813	0.897	0.001			0.331	0.541	0.048
AGAP007660		synaptic vesicle 2-related protein [Source:VB Community Annotation]	0.878	0.279	0.245	0.795	0.612	0.579	0.8	0.974	0.861	0.392	0.601	0.053	0.104	0.099	0.175	0.696	0.631	0.0	0.133	0.957	0.784	0.493	0.306
AGAP010381			0.878	0.206	0.209	0.529	0.663	0.813	0.917	0.023	0.009	0.504	0.0	0.165	0.0	0.663	0.001	0.297	0.845	0.018	0.776	0.553	0.525	0.457	0.185
AGAP028162			0.878	0.823	0.527	0.566	0.598								0.917	0.552		0.429	0.118	0.285					
AGAP005391		ATP-dependent RNA helicase DDX20 [Source:VB Community Annotation]	0.879	0.2	0.571	0.306	0.355	0.877	0.335	0.768	0.708	0.002	0.128	0.005	0.138	0.0	0.044	0.549	0.947	0.999	0.098	0.075	0.02	0.298	0.574
AGAP028648			0.879	0.285	0.924	0.0	0.0	0.0	0.893	0.37	0.96	0.01	0.002	0.0	0.0	0.003	0.0	0.353	0.948	0.011	0.759	0.939	0.113	0.0	0.949
AGAP001418			0.881	0.104	0.001	0.291	0.281	0.084	0.432	0.0	0.0	0.0	0.809	0.046	0.061	0.0	0.334	0.145	0.004	0.024	0.006	0.804	0.004	0.487	0.973
AGAP005350			0.881	0.66	0.0	0.005	0.415	0.197	0.0	0.0	0.0	0.001	0.133	0.138	0.001	0.006	0.02	0.001	0.313	0.0	0.0	0.081	0.0	0.053	0.0
AGAP010658			0.881	0.867	0.056	0.001	0.0	0.0	0.0	0.0	0.0		0.004	0.996	0.0		0.182	0.0	0.001	0.0	0.0	0.0	0.0	0.219	0.843
AGAP004317	CLIPC2	CLIP-domain serine protease [Source:VB Community Annotation]	0.881	0.8	0.424	0.613	0.08	0.005	0.0	0.0	0.0	0.0	0.383	0.0	0.232	0.101	0.45	0.702	0.001	0.0	0.487	0.509	0.018	0.137	0.0
AGAP005120			0.881	0.014	0.11	0.0	0.369	0.936	0.935	0.872	0.876	0.831	0.362	0.821	0.238	0.779	0.359	0.001	0.244	0.0	0.147	0.686	0.851	0.887	0.884
AGAP011274		phosphatidylinositol glycan, class A [Source:VB Community Annotation]	0.881	0.854	0.087	0.0	0.0	0.814	0.916	0.873	0.891	0.79	0.0	0.776	0.0	0.998	0.0	0.0	0.506	0.282	0.045	0.01	0.021	0.692	0.024
AGAP007147		exosome complex protein LRP1 [Source:VB Community Annotation]	0.881	0.0	0.0	0.0	0.013	0.807	0.891	0.84	0.265	0.144	0.021	0.95	0.0	0.062	0.0	0.884	0.172	0.0	0.796	0.42	0.645	0.417	0.485
AGAP008199			0.881	0.117	0.016	0.179	0.173	0.499	0.254	0.254	0.206	0.159	0.011	0.069	0.003	0.134	0.009	0.929	0.095	0.0	0.963	0.923	0.526	0.511	0.876
AGAP009256	Gr44	gustatory receptor 44 [Source:VB Community Annotation]	0.882	0.174	0.041	0.159	0.117	0.935	0.597	0.722	0.897	0.883	0.956		0.921	0.696		0.271	0.41	0.525			0.814		0.964
AGAP011463		src homology 2 domain-containing transforming protein C [Source:VB Community Annotation]	0.882	0.439	0.319	0.031	0.539	0.87	0.782	0.752	0.511	0.112	0.024	0.158	0.029	0.205	0.056	0.943	0.178	0.967	0.008	0.992	0.598	0.762	0.141
AGAP013265			0.883	0.148	0.0	0.0	0.121	0.129	0.009	0.0	0.002	0.088	0.877	0.914	0.19	0.129	0.906	0.117	0.021	0.0	0.004	0.0	0.0	0.98	0.015
AGAP006182		troponin C [Source:VB Community Annotation]	0.883	0.688	0.996	0.337	0.36	0.0	0.051			0.067	0.304	0.524	0.128	0.137	0.107	0.971	0.051	0.0	0.0	0.0	0.0	0.877	0.932
AGAP000325		lysyl-tRNA synthetase, class II [Source:VB Community Annotation]	0.883	0.16	0.0	0.0	0.389	0.999	0.325	0.214	0.867	0.536	0.065	0.04	0.001	0.219	0.015	0.074	0.172	0.076	0.291	0.564	0.18	0.772	0.017
AGAP010237			0.884	0.481	0.655	0.0	0.694	0.802	0.92	0.569	0.848	0.604	0.121	0.915	0.019	0.89	0.013	0.0	0.067	0.843	0.002	0.041	0.0	0.746	0.356
AGAP011676		uncoupling protein 2, mitochondrial [Source:VB Community Annotation]	0.884	0.457	0.0	0.168	0.351	0.303	0.007	0.962	0.965	0.077	0.0	0.798	0.0	0.683	0.0	0.526	0.328	0.14	0.008	0.302	0.054	0.0	0.0
AGAP003644	mRpS11	28S ribosomal protein S11, mitochondrial [Source:VB Community Annotation]	0.884	0.267	0.264	0.086	0.0	0.791	0.998	0.864	0.147	0.854	0.0	0.696	0.011	0.891	0.004	0.837	0.275	0.0	0.572	0.238	0.057	0.402	0.031
AGAP004560		cohesin complex subunit SCC1 [Source:VB Community Annotation]	0.884	0.9	0.346	0.171	0.169	0.571	0.992	0.847	0.96	0.0	0.781	0.001	0.957	0.0	0.985	0.341	0.228	0.227	0.135	0.532	0.071	0.454	0.875
AGAP010576		Mitochondrial genome maintenance exonuclease 1 [Source:UniProtKB/TrEMBL;Acc:Q7Q8T1]	0.884	0.086	0.015	0.47	0.857	0.684	0.998	0.684	0.354	0.521	0.999	0.816	0.789	0.854	0.653	0.747	0.082	0.095	0.239	0.304	0.802	0.044	0.125
AGAP000171		E3 ubiquitin-protein ligase [Source:VB Community Annotation]	0.884	0.914	0.229	0.001	0.039	0.199	0.0	0.057	0.103	0.0	0.793	0.0	0.94	0.0	0.469	0.062	0.032	0.334	0.0	0.35	0.005	0.039	0.0
AGAP003138		dipeptidyl-peptidase 9 [Source:VB Community Annotation]	0.884	0.691	0.765	0.0	0.052	0.569	0.56	0.05	0.0	0.034	0.833	0.033	0.873	0.219	0.809	0.905	0.614	0.227	0.001	0.497	0.093	0.427	0.122
AGAP010061		Protein RIC1-like protein [Source:VB Community Annotation]	0.885	0.412	0.015	0.017	0.601	0.741	0.393	0.844	0.781	0.242	0.423	0.753	0.031	0.925	0.082	0.495	0.925	0.709	0.821	0.771	0.878	0.609	0.58
AGAP013760			0.885	0.81	0.814	0.317	0.845	0.179	0.074	0.784	0.514	0.13	0.794	0.626	0.533	0.91	0.251	0.958	0.972	0.713	0.112	0.506	0.297	0.839	0.378
AGAP005952			0.885	0.88	0.027	0.122	0.0	0.32	0.0	0.0	0.0	0.019	0.583	0.472	0.048	0.634	0.331	0.762	0.0	0.0	0.488	0.19	0.008	0.0	0.0
AGAP001882		E3 ubiquitin-protein ligase NRDP1 [Source:VB Community Annotation]	0.886	0.203	0.974	0.08	0.112	0.879	0.914	0.675	0.21	0.632	0.037	0.722	0.045	0.903	0.003	0.005	0.018	0.061	0.393	0.814	0.188	0.021	0.094
AGAP002516			0.886	0.07	0.59	0.265	0.161	0.969	0.133	0.966	0.287	0.369	0.278	0.149	0.085			0.003	0.324	0.769	0.567	0.211	0.786	0.907	0.985
AGAP004018			0.886	0.896	0.081	0.0	0.259	0.842	0.861	0.0	0.03	0.939	0.0	0.3	0.0	0.122	0.0	0.694	0.363	0.0	0.302	0.213	0.826	0.0	0.068
AGAP001483			0.886	0.632	0.486	0.366	0.236	0.467	0.178	0.576	0.269	0.995	0.004	0.151	0.12	0.441	0.09	0.007	0.01	0.002	0.982	0.995	0.833	0.533	0.065
AGAP012922			0.886	0.753	0.601	0.025	0.0	0.602	0.959	0.54	0.418	0.614	0.008	0.995	0.0	0.865	0.021	0.359	0.025	0.015	0.943	0.608	0.68	0.043	0.319
AGAP028124			0.886	0.99	0.551	0.62	0.88	0.786	0.668	0.572	0.347	0.841	0.439	0.725	0.342	0.953	0.55	0.077		0.517			0.603	0.179	0.532
AGAP008139			0.887	0.896	0.645	0.636	0.345						0.853					0.014	0.511	0.044	0.537		0.434	0.301	0.741
AGAP008959			0.887	0.791	0.307	0.258	0.396	0.6	0.503	0.026	0.002	0.245	0.001	0.821	0.03	0.037	0.0	0.737	0.022	0.0	0.926	0.411	0.492	0.151	0.601
AGAP001738	mRpL1	39S ribosomal protein L1, mitochondrial [Source:VB Community Annotation]	0.887	0.416	0.3	0.168	0.142	0.851	0.843	0.634	0.7	0.703	0.221	0.437	0.07	0.883	0.501	0.248	0.281	0.0	0.477	0.928	0.022	0.24	0.068
AGAP001406	wuho	tRNA (guanine-N(7)-)-methyltransferase subunit wuho [Source:VB Community Annotation]	0.887	0.861	0.003	0.848	0.551	0.997	0.781	0.934	0.95	0.8	0.173	0.218	0.001	0.37	0.001	0.846	0.03	0.002	0.001	0.025	0.0	0.03	0.0
AGAP007563			0.887	0.0	0.669	0.086	0.007	0.286	0.056	0.073	0.708	0.612	0.051	0.886	0.055	0.215	0.73	0.0	0.073	0.0	0.0	0.0	0.0	0.364	0.284
AGAP005428		transcription elongation factor SPT4 1 [Source:VB Community Annotation]	0.888	0.997	0.388	0.024	0.158	0.986	0.41	0.852	0.92	0.472	0.061	0.204	0.201	0.102	0.213	0.817	0.312	0.853	0.025	0.065	0.31	0.878	0.138
AGAP006523			0.888	0.09	0.063	0.634	0.979	0.439	0.608		0.451	0.664				0.715		0.951	0.532	0.138	0.996		0.305		0.467
AGAP007603			0.888	0.065	0.0	0.0	0.001	0.262	0.843	0.71	0.311	0.323	0.0	0.018	0.0	0.188	0.0	0.0	0.041	0.012	0.262	0.537	0.924	0.0	0.294
AGAP011169			0.889	0.362	0.775	0.001	0.349	0.036	0.013	0.0	0.0	0.0	0.0	0.003	0.04	0.212	0.0	0.0	1.0	0.0	0.004	0.22	0.0	0.033	0.9
AGAP000616		26S proteasome regulatory subunit T5 [Source:VB Community Annotation]	0.889	0.254	0.018	0.291	0.7	0.777	0.0	0.324	0.0	0.842	0.27	0.652	0.023	0.409	0.009	0.568	0.532	0.945	0.0	0.0	0.0	0.25	0.543
AGAP009290		cohesin loading factor subunit SCC2 [Source:VB Community Annotation]	0.889	0.008	0.868	0.91	0.168	0.814	0.253	0.717	0.3	0.001	0.0	0.0	0.0	0.0	0.0	0.165	0.235	0.998	0.163	0.555	0.159	0.716	0.479
AGAP001952		cytosol aminopeptidase [Source:VB Community Annotation]	0.89	0.495	0.174	0.082	0.0	0.029	0.0	0.511		0.016		0.003	0.865	0.158	0.244	0.0	0.847	0.014	0.395	0.004		0.119	0.731
AGAP002635	Gr13	gustatory receptor 13 [Source:VB Community Annotation]	0.89	0.807	0.713	0.947	0.308		0.695	0.123	0.101	0.036	0.832	0.002	0.914	0.005		0.502	0.179	0.177			0.973		0.932
AGAP003343	CYP6AG1	cytochrome P450 [Source:VB Community Annotation]	0.89	0.0	0.004	0.0	0.011	0.053	0.626	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.95	0.456
AGAP005880			0.89	0.681	0.006	0.281	0.206	0.3	0.089	0.565	0.594	0.122	0.034	0.939	0.593	0.87	0.883	0.942	0.002	0.07	0.0	0.001	0.002	0.508	0.169
AGAP006658		Snurportin-1 [Source:VB Community Annotation]	0.89	0.137	0.002	0.619	0.001	0.186	0.457	0.286	0.077	0.266	0.039	0.068	0.048	0.022	0.329	0.045	0.212	0.309	0.056	0.207	0.342	0.027	0.002
AGAP007698		syntaxin 1A [Source:VB Community Annotation]	0.89	0.971	0.666	0.806	0.003	0.8	0.631	0.389	0.065	0.241	0.512	0.204	0.364	0.028	0.056	0.116	0.291	0.713	0.0	0.02	0.002	0.614	0.034
AGAP000660			0.89	0.006	0.659	0.005	0.031	0.364	0.648	0.678	0.664	0.599	0.106	0.321	0.04	0.376	0.058	0.024	0.025	0.206	0.397	0.797	0.712	0.037	0.731
AGAP002825	PPO1	prophenoloxidase 1 [Source:VB Community Annotation]	0.89	0.462	0.426	0.387	0.709	0.883	0.66	0.575	0.697	0.106	0.563	0.524	0.709	0.252	0.84	0.803	0.322	0.044	0.499	0.362	0.362	0.576	0.874
AGAP008667		Hydroxysteroid (17-beta) dehydrogenase 4 [Source:VB Community Annotation]	0.89	0.029	0.948	0.0	0.415	0.955	0.045	0.005	0.02	0.002	0.078	0.358	0.435	0.931	0.957	0.832	0.023	0.245	0.217	0.541	0.099	0.616	0.995
