GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AGAP008136		peptidyl-prolyl cis-trans isomerase-like 4 [Source:VB Community Annotation]	-0.03	0.17	0.19	-0.11	-0.13	-0.14	-0.18	-0.39	-0.33	-0.08	-0.29	-0.19	-0.42	-0.18	-0.39	0.18	-0.55	0.4	-0.06	-0.03	-0.05	-0.05	-0.15	-0.12	-0.32	-0.27	-0.08	-0.19
AGAP010388		glucuronyl/N-acetylglucosaminyl transferase EXT1 [Source:VB Community Annotation]	0.02	0.22	0.06	0.02	0.05	0.14	0.15	0.11	-0.01	-0.45	-0.44	-0.48	-0.48	-0.47	-0.47	-0.03	0.24	0.01	0.69	0.45	0.45	-0.55	-0.14	0.31	0.2	0.18	0.19	0.23
AGAP013506			-0.09	0.6	0.88	0.71	1.48	0.95	1.18	0.88	2.36	-1.47	1.1	-2.14	0.4	-1.21	1.33	-0.65	0.71	1.27	4.06	2.12	2.49	1.04	-1.79	-1.59	-0.94	-1.33	-1.03	-1.57
AGAP007755			0.06	-1.29	-0.85	1.15	1.27	-0.61	-1.07	-1.38	-1.8	1.61	1.76	1.64	1.78	1.88	2.04	-0.03	2.03	0.2	-1.0	-1.15	-0.57	0.72	0.04	-0.18	-0.58	0.07	0.0	-0.19
AGAP001812	IR75h.2	ionotropic receptor IR75h.2 [Source:VB Community Annotation]	-0.35	0.85	-0.28	0.44	0.1	0.85	-0.8	0.07	0.57	0.91	0.35	3.05	2.48	2.93	2.37	-0.72	0.9	-1.14	-0.3	0.59	0.34	-2.65	3.99	-0.34	0.87	1.54	1.78	1.1
AGAP002791		tRNA-dihydrouridine synthase 4 [Source:VB Community Annotation]	-0.04	0.18	0.05	-0.17	0.05	0.57	0.21	0.22	0.3	0.68	0.1	0.42	-0.18	0.46	-0.11	0.39	0.13	-0.1	-0.23	0.23	-0.26	-0.39	-0.18	0.21	0.66	0.31	0.64	0.62
AGAP008901			-0.03	-0.28	-0.23	-0.27	-0.76	0.25	-0.21	0.24	0.12	0.17	0.36	0.23	0.42	0.06	0.26	-0.02	-0.26	0.06	-1.02	-0.79	-1.17	-0.04	-0.31	-0.32	0.04	-0.02	0.0	0.1
AGAP002433			0.04	0.19	0.37	0.1	-0.17	0.51	0.61	0.39	0.41	0.05	-0.51	-0.11	-0.68	0.08	-0.49	-0.3	-0.07	0.36	-0.34	-0.03	-0.24	-0.06	-0.43	0.62	0.36	0.28	0.42	0.48
AGAP005777		Chloride channel protein [Source:UniProtKB/TrEMBL;Acc:Q7Q6L5]	0.02	-0.08	-0.28	0.1	-0.16	-0.09	0.01	0.0	-0.12	-0.08	-0.04	0.05	0.07	-0.02	0.02	-0.08	0.03	0.29	0.19	0.24	0.1	0.22	0.22	-0.15	-0.23	-0.3	-0.32	-0.36
AGAP012917		ADP-ribosylation factor-like protein 2-binding protein [Source:VB Community Annotation]	-0.51	2.32	1.83	1.15	3.44	3.86	0.97	1.63	2.9	0.59	0.61	0.68	0.69				1.4	1.08	0.02	-0.81	0.16	2.4		-2.0	-2.08	-1.0	-0.21	-0.95
AGAP001803			0.04	0.13	0.38	-0.22	0.22	0.16	0.18	-0.13	0.04	0.06	-0.94	-0.03	-1.05	0.17	-0.83	-0.08	-0.16	-0.14	-0.07	0.1	-0.41	-0.23	-0.78	0.06	0.08	0.11	-0.02	0.31
AGAP001264		Plasma glutamate carboxypeptidase [Source:VB Community Annotation]	0.03	-0.33	0.17	0.21	0.06	-0.15	0.22	0.71	0.76	0.15	-0.84	0.19	-0.81	0.06	-0.92	-0.09	-0.52	0.64	-0.02	0.09	0.11	-0.08	-0.13	-0.12	-0.32	-0.18	0.02	-0.11
AGAP011964			0.02	0.03	-0.39	0.08	0.3	0.04	-0.11	-0.09	0.0	-0.27	0.4	-0.27	0.39	-0.04	0.64	0.18	0.25	0.02	0.15	-0.08	-0.09	0.66	0.26	-0.59	-0.68	-0.6	-0.64	-0.71
AGAP004262	TO3	takeout 3 [Source:VB Community Annotation]	0.1	-0.36	0.59	-2.39	-2.73	-0.83	0.02	2.99	1.65	-0.14	1.1	0.54	1.77	0.63	1.87	-1.85	-0.25	-3.03	-0.9	0.07	-0.83	0.91	0.85	-0.55	-1.21	-0.99	-0.51	-0.85
AGAP028217			0.44	1.08	-0.56	-1.27	-0.73	0.97	0.98		1.19	0.59	0.03	1.26	0.69	3.08	2.51	0.7	1.39	-7.14	0.76	1.38	1.66		0.43	1.05	1.16	1.89	2.84	1.82
AGAP005048		anaphase-promoting complex subunit 2 [Source:VB Community Annotation]	-0.04	0.22	0.24	0.12	0.01	0.33	0.12	0.16	0.38	0.32	0.15	0.39	0.21	0.37	0.2	0.21	-0.1	0.31	0.0	0.2	0.12	-0.19	-0.28	0.04	0.13	0.09	0.18	0.16
AGAP006178		troponin C [Source:VB Community Annotation]	-0.05	1.07	-0.86	0.06	-0.46	-0.43	-0.02	-0.93	-0.65	0.47	1.34	1.27	2.13	0.35	1.23	0.66	0.52	-2.29	0.92	0.92	1.35	0.47	0.92	-0.6	-0.35	0.06	-0.22	-0.19
AGAP002758		E3 ubiquitin-protein ligase RNF115/126 [Source:VB Community Annotation]	0.02	-0.07	-0.1	0.04	0.01	-0.27	-0.06	-0.13	-0.05	-0.45	-0.11	-0.51	-0.17	-0.34	0.01	-0.09	-0.03	-0.06	0.32	0.0	0.02	0.04	0.13	-0.28	-0.23	-0.26	-0.03	-0.17
AGAP009640	Or1	odorant receptor 1 [Source:VB Community Annotation]	0.4	-2.26	0.03	2.93	2.65	0.56	-0.08	1.53	0.49	0.65	0.09	1.38	0.82	1.88	1.33	1.05	-0.25	-1.48	1.07	-0.34	0.74	-1.01	0.43	0.8	0.82	1.95	2.24	1.81
AGAP006532		UDPglucose 6-dehydrogenase [Source:VB Community Annotation]	0.03	-0.14	-0.18	0.02	-0.14	-0.33	-0.32	-0.82	-0.81	-0.48	-0.58	-0.39	-0.5	-0.73	-0.82	-0.32	-0.12	0.26	1.11	0.26	0.24	-0.33	0.21	-0.05	-0.22	-0.1	-0.32	-0.02
AGAP009862			-0.03	-0.22	0.08	0.24	0.19	0.06	-0.17	-0.28	-0.18	0.39	-0.2	0.23	-0.36	0.1	-0.49	0.12	0.08	0.51	-0.31	0.05	-0.39	-0.5	0.07	0.06	0.0	0.17	-0.07	0.16
AGAP004875			-0.37	-0.86	-0.83	1.78	2.71	-0.8	-0.79	-1.64	-0.62	-1.9	-0.87	-0.6	0.39	-0.13	0.89	-0.71	-0.76	2.05	1.09	-0.39	1.83	-0.02	1.51	-0.22	-0.52	-0.14	-0.49	-0.34
AGAP012112		glucose dehydrogenase (acceptor) [Source:VB Community Annotation]	-0.03	-0.22	0.1	-0.4	-0.58	0.34	0.27	0.41	0.35	0.25	-1.05	0.04	-1.27	0.15	-1.14	-0.21	-0.56	0.49	-0.03	0.09	-0.25	-0.47	-0.25	0.09	0.05	0.18	0.29	0.04
AGAP012453		hexosaminidase [Source:VB Community Annotation]	0.15	2.75	1.66	-2.32	0.74	0.06	-0.05	-0.85	1.15	3.22	0.09	3.2	0.07	1.72	-1.42	-1.25	-0.42	0.62	1.7	-0.38	2.53	0.75	-1.02	0.32	-0.01	0.32	0.39	0.06
AGAP000251			0.03	-0.03	0.01	-0.19	-0.17	0.08	0.41	-0.12	-0.13	-0.06	-0.33	-0.1	-0.39	-0.12	-0.38	-0.05	-0.07	0.22	0.19	-0.11	-0.04	0.8	0.17	-0.11	-0.11	-0.07	-0.25	-0.09
AGAP000878		achaete-scute complex protein [Source:VB Community Annotation]	0.54	0.17	-0.53	-0.52	0.41	-0.06	0.44	-0.99	-1.28	-0.14	0.99	-1.0	0.11	-0.83	0.3	-0.91	0.83	0.26	-1.72	-2.44	-0.82	-2.78	0.38	-0.24	0.02	1.34	1.88	1.46
AGAP002988		DNA excision repair protein ERCC-2 [Source:VB Community Annotation]	0.02	-0.18	-0.01	-0.12	0.05	0.03	-0.12	-0.19	-0.21	0.12	-0.5	-0.22	-0.85	-0.2	-0.82	0.23	-0.26	0.78	-0.17	-0.04	-0.2	-0.68	-0.4	0.2	0.12	0.16	0.15	0.26
AGAP009273		Seminal fluid protein HACP027 [Source:VB Community Annotation]	0.21	-0.84	-1.83	0.18	0.76	-1.63	0.75	0.45	1.83	4.56	2.03	1.42	-1.13	3.96	1.42	2.04	-2.08	1.93	3.12	1.6	1.97	0.23	0.91	-4.75	-2.62	-3.39	-2.3	-3.27
AGAP006215	GPRMTH1	methuselah receptor 1 [Source:VB Community Annotation]	0.14	0.74	-0.49	0.16	0.83	1.73	0.8	0.94	0.99	1.02	1.11	0.54	0.62	-0.05	0.05	1.19	-0.15	-0.08	0.39	0.39	1.38	-0.18	-0.16	-0.3	-0.3	-0.16	-0.31	-0.33
AGAP011204		aubergine [Source:VB Community Annotation]	0.03	-0.45	-0.09	-0.28	-0.79	-0.16	0.36	-0.65	-0.36	-0.67	-1.11	-0.63	-1.09	-0.87	-1.31	-0.39	-0.09	0.76	0.87	0.94	0.65	-0.31	-0.34	0.2	-0.09	0.15	0.01	0.15
AGAP010438		nuclear receptor subfamily 0 group A [Source:VB Community Annotation]	-0.04	-0.07	-0.41	0.36	0.33	0.23	0.6	0.77	0.91	-0.46	0.7	0.09	1.24	-0.36	0.8	0.74	0.42	-0.37	0.26	0.22	0.39	0.07	0.83	-0.37	-0.51	-0.12	-0.31	-0.24
AGAP005462			0.02	-0.17	0.05	0.06	0.04	0.27	0.06	0.32	0.45	0.19	-0.09	0.07	-0.23	0.2	-0.08	0.27	-0.01	0.49	0.18	-0.03	0.11	0.11	-0.24	0.35	0.29	0.22	0.26	0.2
AGAP009703		ubiquitin-conjugating enzyme E2 variant [Source:VB Community Annotation]	0.05	0.25	-0.29	0.43	0.9	0.59	-0.71	-0.35	-0.58	0.49	1.55	0.36	1.41	0.9	1.96	0.68	1.24	-0.85	1.18	1.11	0.92	0.19	0.9	-0.55	-0.35	0.06	-0.08	-0.17
AGAP010686			-0.02	-0.03	0.19	0.06	0.07	0.07	0.12	0.07	-0.02	-0.41	0.0	-0.31	0.08	-0.45	-0.04	0.08	0.07	0.02	-0.48	-0.18	-0.35	-0.3	-0.04	-0.04	0.09	0.04	-0.08	0.15
AGAP011515		cytoplasmic actin [Source:VB Community Annotation]	0.08	-0.2	1.9	-0.46	3.0	-1.4	-0.71	-1.33	-0.92	0.07	0.86	0.26	1.03	0.13	0.92	0.01	-0.06	-0.47	1.69	0.84	2.45	0.66	4.13	-0.49	-0.35	-0.6	-0.81	-0.89
AGAP001386		remodeling and spacing factor 1 [Source:VB Community Annotation]	0.02	-0.2	-0.06	-0.35	-0.09	0.3	0.54	0.21	0.14	-0.58	-0.65	-0.59	-0.67	-0.56	-0.63	-0.25	-0.18	0.62	-0.7	-0.42	-0.7	0.05	0.32	-0.08	-0.35	-0.2	-0.08	0.09
AGAP011573			-0.03	-0.04	-0.14	-0.08	-0.11	-0.02	-0.29	-0.32	-0.34	-0.03	-0.03	0.17	0.17	0.24	0.25	0.15	0.11	-0.08	-0.15	-0.18	-0.19	0.26	0.13	0.56	0.22	0.26	0.33	0.35
AGAP012047		arylsulfatase B precursor [Source:VB Community Annotation]	-0.11	0.69	0.1	0.58	0.82	-1.82	-1.85	-0.84	-1.12	0.17	0.4	0.56	0.78	0.23	0.47	0.16	-0.42	0.02	1.3	1.33	1.42	0.62	0.1	-0.05	-0.5	0.31	-0.08	0.09
AGAP013524			0.02	-0.09	0.02	-0.05	0.1	-0.04	0.18	0.16	-0.04	-0.26	0.15	-0.34	0.05	-0.35	0.06	-0.03	0.09	0.11	-0.34	-0.25	-0.27	-0.47	-0.18	-0.06	0.0	0.01	-0.07	0.14
AGAP003902		anaphase-promoting complex subunit 7 [Source:VB Community Annotation]	0.03	-0.04	0.29	0.08	-0.09	0.11	0.32	0.35	0.42	-0.27	-0.58	-0.24	-0.57	-0.04	-0.35	-0.06	-0.31	0.37	0.46	-0.11	-0.02	-0.3	-0.56	0.36	0.24	0.2	0.24	0.25
AGAP004507		Dedicator of cytokinesis [Source:VB Community Annotation]	-0.02	-0.01	-0.35	0.46	0.36	0.51	0.14	-0.09	-0.26	-0.85	-0.35	-0.75	-0.27	-0.84	-0.34	-0.16	0.25	0.23	0.42	0.56	0.21	-0.42	0.21	-0.07	0.01	-0.02	0.0	0.09
AGAP008305		phosphoglucomutase [Source:VB Community Annotation]	0.02	-0.09	-0.29	0.3	-0.08	0.43	0.52	0.71	0.47	0.0	-0.15	0.12	-0.04	0.08	-0.06	0.05	0.1	0.54	-0.03	0.12	0.11	0.22	0.36	-0.03	-0.29	-0.3	-0.14	-0.18
AGAP002299		XK-related protein [Source:UniProtKB/TrEMBL;Acc:Q7QBT4]	0.04	-0.47	0.38	-1.22	-0.11	-0.44	-0.38	-0.52	-0.67	-0.91	-0.53	-1.33	-0.97	-1.1	-0.72	-0.31	0.51	-0.08	0.6	-0.58	-0.64	0.69	-0.31	-0.45	-0.31	-0.34	-0.49	-0.66
AGAP006720			0.48		2.02	-0.01	2.1	-0.6	0.52	0.96	-0.31	0.59	0.61	1.26	1.26	1.14	1.16	0.3	2.61	0.25	0.88	1.99	1.5	1.8	0.39	-0.26	-0.29	0.86	1.52	0.27
AGAP010220		Proliferating cell nuclear antigen [Source:UniProtKB/TrEMBL;Acc:Q7Q0Q0]	-0.05	0.48	0.73	-0.32	0.17	-0.76	-0.62	-1.12	-0.75	0.5	-1.13	0.07	-1.58	0.1	-1.52	-0.37	-1.14	0.06	-0.09	0.01	0.16	-0.66	-0.7	0.11	0.09	0.03	0.06	-0.01
AGAP003271		dynein, axonemal, heavy chain 5 [Source:VB Community Annotation]	0.05	-0.3	-2.03	0.22	-0.37	-1.17	-1.6	0.08	-0.77	-0.41	0.83	-0.49	0.75	-0.41	0.84	0.65	0.32	-0.39	-1.13	-0.35	-0.58	-0.41	1.27	-0.67	-0.35	-0.16	-0.51	-0.41
AGAP011351		Rab6-interacting [Source:VB Community Annotation]	-0.02	0.19	-0.17	-0.06	0.02	0.15	-0.09	-0.53	-0.66	-0.05	0.03	-0.03	0.04	-0.12	-0.03	0.21	0.25	-0.29	0.21	0.48	0.26	-0.17	0.08	-0.07	0.16	0.04	-0.07	0.09
AGAP011660			-0.07	0.84	-0.72	-3.36	-1.88	-0.51	-0.97	-1.07	-1.67	-1.98	-1.1	-2.41	-1.54	-0.59	0.31	-0.93	1.23	-1.2	0.5	0.76	0.74	-0.83	1.51	1.66	-1.28	1.21	3.79	1.93
AGAP001158			-0.04	0.13	0.66	0.18	0.34	-0.13	0.25	0.31	0.08	0.27	-0.78	0.04	-1.03	-0.29	-1.34	-0.05	-0.54	1.15	-0.5	0.0	-0.31	-0.6	-0.62	0.88	0.42	0.72	0.83	0.65
AGAP005650		(acyl-carrier-protein) S-malonyltransferase [Source:VB Community Annotation]	-0.04	0.05	0.49	-0.2	-0.17	0.02	0.29	0.1	0.25	0.21	-0.33	0.32	-0.24	0.07	-0.47	-0.08	0.04	-0.13	-0.05	-0.08	-0.02	-0.31	-0.19	0.1	0.26	0.21	0.21	0.14
AGAP008414		alpha-methylacyl-CoA racemase [Source:VB Community Annotation]	0.03	-0.26	0.18	-0.11	0.17	-0.29	0.04	0.48	0.36	-0.27	0.02	-0.16	0.12	-0.08	0.21	0.25	0.11	0.23	-0.26	-0.52	-0.1	0.94	0.01	-0.21	-0.2	-0.27	-0.25	-0.35
AGAP005460		phosphopantetheine adenylyltransferase / dephospho-CoA kinase [Source:VB Community Annotation]	-0.03	-0.05	0.3	-0.05	0.01	-0.52	-0.45	-0.27	-0.16	-0.26	0.51	-0.35	0.41	-0.42	0.35	0.36	0.15	-0.1	0.12	0.02	0.44	0.25	0.02	-0.12	-0.2	-0.32	-0.28	-0.41
AGAP029139			-0.02	0.28	-0.04	0.24	0.34	-0.01	-0.17	0.17	0.19	0.03	-0.09	-0.04	-0.17	0.23	0.11	-0.01	-0.03	0.05	-0.14	-0.15	-0.32	0.58	-0.25	0.95	0.75	0.42	0.68	0.47
AGAP005228	Med9	mediator of RNA polymerase II transcription subunit 9 [Source:VB Community Annotation]	0.03	-0.04	0.15	-0.06	0.02	0.02	0.06	0.38	0.56	0.94	0.25	0.88	0.18	1.02	0.33	-0.24	-0.08	0.15	-0.54	-0.6	-0.19	0.74	-0.01	0.47	0.25	0.18	0.2	0.3
AGAP011358			-0.03	0.0	-0.06	-0.21	-0.13	-0.03	0.09	0.17	0.21	-0.02	-0.11	-0.04	-0.15	0.03	-0.06	0.22	0.01	-0.1	0.06	-0.15	-0.23	0.14	0.02	0.13	0.0	-0.12	-0.03	-0.03
AGAP005217			-0.16	0.13	-0.93	0.25	-0.65	-1.77	-1.49	-1.9	-2.34	0.19	4.23	-2.73	1.35	-2.22	1.86	0.82	0.5	0.41	0.15	-0.16	-1.52	-1.59	-0.63	-0.69	-0.79	0.41	0.53	-0.23
AGAP006903		ST6Gal [Source:VB Community Annotation]	0.07	0.16	-1.09	0.35	-0.15	0.15	-1.24	-0.96	-0.94	0.26	0.77	0.69	1.19	1.03	1.55	0.73	0.39	-1.4	-1.04	-0.93	-0.79	-0.62	-0.19	-0.44	-0.36	-0.31	0.04	-0.11
AGAP003178	GRX2	glutaredoxin [Source:VB Community Annotation]	-0.03	0.29	0.05	-0.59	0.22	0.22	-0.12	0.09	0.37	0.22	-0.34	0.11	-0.46	0.16	-0.4	-0.16	-0.03	-0.31	-0.04	-0.3	-0.1	-1.81	-0.42	1.26	1.14	0.96	1.06	0.84
AGAP005825		acylglycerol kinase [Source:VB Community Annotation]	0.03	0.07	-0.08	-0.28	-0.06	-0.09	-0.23	-0.03	0.05	0.37	0.15	0.07	-0.17	0.2	-0.03	-0.33	0.2	-0.07	-0.37	-0.61	-0.56	-0.1	-0.24	0.03	0.0	-0.06	-0.19	-0.16
AGAP006800			-0.03	-0.08	-0.17	0.18	0.11	0.28	0.78	0.05	0.01	-0.28	0.02	-0.3	-0.01	-0.29	0.02	-0.05	0.0	-0.3	-0.35	-0.27	-0.24	0.33	0.58	0.11	0.27	0.14	0.12	0.22
AGAP001411		BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 [Source:VB Community Annotation]	0.02	-0.68	-0.26	0.14	-0.03	0.08	0.34	0.8	0.53	-0.71	0.2	-0.57	0.32	-0.44	0.46	-0.08	-0.09	0.55	-0.31	-0.1	-0.06	0.63	0.58	0.18	0.31	0.06	0.17	0.12
AGAP002598			-0.03	0.04	0.08	0.17	0.14	0.34	0.55	0.46	0.54	0.19	0.28	0.19	0.27	0.25	0.34	0.21	0.39	-0.01	0.06	0.16	0.5	0.65	-0.07	0.28	0.37	0.3	0.33	0.24
AGAP003049		stearoyl-CoA desaturase (delta-9 desaturase) [Source:VB Community Annotation]	-0.05	0.38	-0.55	0.01	-0.83	0.34	-0.23	0.1	0.05	0.53	1.02	0.81	1.29	0.49	0.98	0.39	-0.11	-0.02	1.37	0.92	1.07	0.49	1.14	-1.82	-1.34	-1.75	-1.36	-1.63
AGAP004506	pburs	Partner of bursicon [Source:UniProtKB/Swiss-Prot;Acc:Q566B3]	-0.11	-0.43	-1.41	-0.68	-0.17	-1.18	-1.87	-0.51	0.55	0.33	0.93	0.39	0.98	0.85	1.45	-0.94	-0.39	0.6	0.77	0.05	1.52	-2.49	0.86	0.68	1.19	1.27	2.27	1.45
AGAP004728			-0.12	-0.4	-0.57	0.48	-0.37	0.57	0.28	1.28	1.13	-0.73	-0.19	-0.32	0.21	0.12	0.68	0.51	-0.19	-1.55	-1.94	-0.72	-1.56	0.08	0.76	-1.6	-1.06	-1.14	-0.92	-1.17
AGAP005014			0.03	-0.04	0.22	-0.16	-0.33	0.03	0.09	-0.2	-0.06	0.29	-0.73	0.09	-0.94	0.15	-0.86	-0.84	-0.57	-0.34	0.17	0.39	0.2	-0.55	-0.4	0.38	0.39	0.31	0.34	0.48
AGAP007270			-0.3	-0.53	-2.73	0.7	0.12	-0.09	-1.4	-0.75	-1.22	-0.93	0.1	-1.7	-0.72	-0.01	1.03	0.25	0.3	-1.07	-2.65	-1.4	-2.51	-0.5	-2.01	-1.01	-0.58	0.71	1.12	-0.22
AGAP007323			0.35	-0.11	-0.36	0.34	-0.34	-1.45	0.65	-1.05	-1.33	-0.25	-0.58	0.38	0.02	0.56	0.21	-0.51	0.18	-2.65	-1.32	-1.32	-1.17	-0.45	-0.14	-0.03		-0.04		-0.05
AGAP009833		voltage-dependent anion-selective channel protein 2 [Source:VB Community Annotation]	-0.01	0.31	-0.04	-0.12	0.08	-0.35	-0.14	-0.21	-0.14	-0.04	0.46	0.07	0.56	0.11	0.62	-0.16	0.05	-0.12	1.02	0.61	1.27	0.63	-0.11	-0.36	-0.11	-0.44	-0.42	-0.59
AGAP013297			-0.17	0.13	-0.31	0.18	0.45	1.7	1.57	1.86	1.8	-0.32	-0.37	0.23	0.15	0.4	0.34	-1.06	0.38	0.16	0.12	0.1	-0.23	0.44	0.59	-0.97	-0.43	-0.41	0.02	-0.4
AGAP000434		dolichyl-diphosphooligosaccharide--protein glycosyltransferase [Source:VB Community Annotation]	-0.02	-0.39	-0.09	-0.26	-0.37	-0.01	0.36	0.24	0.39	-0.47	-0.84	-0.5	-0.89	-0.6	-0.97	-0.36	-0.19	0.89	0.53	0.3	0.18	-0.25	0.28	0.09	0.02	0.1	0.11	0.08
AGAP001782			-0.02	0.1	-0.43	-0.15	-0.36	-0.01	0.23	0.31	-0.16	0.19	0.06	0.32	0.17	0.2	0.07	-0.5	-0.38	-0.4	-0.17	-0.07	-0.17	0.83	0.64	-0.64	-0.45	-0.41	-0.63	-0.51
AGAP003085		splicing factor 3A [Source:VB Community Annotation]	-0.02	0.09	0.12	-0.07	0.02	-0.15	-0.02	0.05	0.01	-0.01	-0.49	-0.11	-0.6	0.1	-0.38	-0.12	-0.63	0.12	-0.05	0.11	-0.25	-0.13	-0.08	0.1	0.13	0.12	0.12	0.1
AGAP004191	Med22	Mediator of RNA polymerase II transcription subunit 22 [Source:UniProtKB/Swiss-Prot;Acc:Q7QB45]	0.04	0.13	0.26	-0.09	-0.17	0.31	-0.04	0.47	0.54	-0.12	-0.35	-0.07	-0.32	0.21	-0.02	-0.33	-0.24	-0.17	-0.38	-0.42	-0.51	0.45	-0.31	0.38	0.05	-0.03	0.01	0.06
AGAP007767			-0.03	0.37	1.06	0.88	1.02	0.44	0.85	-0.31	0.02	-0.12	-1.76	-1.07	-2.72	-1.21	-2.84	0.4	-0.27	0.04	1.18	1.17	0.77	-0.96	-1.44	1.21	1.09	1.0	0.9	1.15
AGAP007983		lunapark [Source:VB Community Annotation]	-0.02	-0.2	0.31	0.2	0.1	-0.08	0.26	0.01	-0.23	0.15	-0.27	-0.07	-0.5	-0.04	-0.45	-0.34	-0.26	0.48	0.9	0.77	0.73	-0.04	-0.3	0.39	0.36	0.5	0.48	0.61
AGAP008205	CYP6R1	cytochrome P450 [Source:VB Community Annotation]	-0.06	0.53	-0.17	-0.07	-0.54	-0.4	0.72	1.29	0.56	1.0	1.02	1.14	1.15	1.33	1.36	0.01	-0.41	-0.21	-0.58	-0.02	0.29	-1.26	-1.32	-0.09	0.62	0.36	0.55	-0.05
AGAP009095			0.03	0.05	0.4	-0.29	-0.26	-0.2	-0.14	-0.13	-0.14	0.27	0.28	0.21	0.2	0.5	0.5	-0.36	0.03	-0.38	1.26	-0.16	0.95	0.12	-0.43	-0.41	-0.18	-0.37	-0.5	-0.55
AGAP012192		DNA mismatch repair protein MLH1 [Source:VB Community Annotation]	-0.03	-0.23	0.08	-0.01	0.1	-0.1	-0.33	-0.36	-0.11	0.54	-0.52	0.34	-0.74	0.26	-0.8	0.43	-0.09	1.14	-0.51	-0.18	-0.68	-1.21	0.06	0.25	0.86	0.45	0.58	0.51
AGAP010580			0.06	-0.23	0.07	-0.68	-1.52	0.34	0.39	2.33	2.36	-0.97	1.4	-1.15	1.2	-0.64	1.73	0.32	0.88	0.24	-0.42	-0.28	0.06	1.54	-0.13	0.66	0.7	0.83	0.68	0.6
AGAP009486		V-type H+-transporting ATPase 54 kD subunit [Source:VB Community Annotation]	0.02	-0.17	-0.34	-0.01	0.11	-0.38	-0.42	-0.75	-0.74	0.48	0.85	0.52	0.88	0.3	0.67	-0.17	0.55	-0.38	0.23	0.3	0.17	0.43	0.06	-0.26	-0.29	-0.6	-0.52	-0.78
AGAP006548		glycine cleavage system H protein [Source:VB Community Annotation]	0.04	-0.35	0.89	-0.68	-0.76	-0.22	0.87	1.33	1.24	0.51	-0.63	0.53	-0.63	1.1	-0.04	-1.68	-1.2	0.56	-0.71	-0.34	-0.52	1.5	1.31	0.14	-0.14	0.03	0.39	0.08
AGAP002293		intraflagellar transport 81 homolog [Source:VB Community Annotation]	-0.12	-0.82	-1.52	-0.21	-0.22	-0.79	-0.97	-1.42	-1.57	-0.7	3.23	-0.37	3.56	-0.63	3.31	2.12	-0.14	-2.11	-0.61	-1.05	-1.4	-0.7	2.48	-0.06	-0.38	0.03	0.26	0.14
AGAP003607		Cad96Cb, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A1S4GJ87]	0.1	-0.3	-0.85	-0.38	-0.98	0.31	0.26	0.89	0.91	0.18	1.34	0.51	1.65	0.88	2.05	0.16	0.11	-1.91	-0.22	0.38	-0.19	0.23	0.81	-0.08	-0.43	-0.04	0.25	-0.21
AGAP009222		DNA ligase 1 [Source:VB Community Annotation]	-0.03	-0.61	0.23	-0.29	0.15	0.36	0.64	-0.06	0.14	0.16	-1.27	-0.26	-1.71	-0.16	-1.59	-0.13	-0.46	0.31	0.39	0.5	0.39	-0.41	0.48	-0.11	-0.43	-0.03	-0.08	0.15
AGAP004718			-0.05	0.47	-0.54	0.45	0.15	-0.25	-0.39	-0.63	-0.56	0.49	0.75	1.13	1.38	0.96	1.23	0.97	0.25	-0.76	-0.01	0.11	0.4	-0.02	-0.38	-0.01	-0.29	-0.02	0.04	-0.25
AGAP001301		Bardet-Biedl syndrome 5 protein [Source:VB Community Annotation]	-0.14	0.48	0.45	-0.43	-0.31	-1.63	-1.89	0.18	-0.64	-1.06	-0.89	-0.38	-0.22	0.08	0.26	-0.12	-0.88	-0.52	-0.02	-0.41	-0.43	-0.86	1.85	0.2	0.53	0.26	0.65	0.52
AGAP001756		solute carrier family 44, member 3 [Source:VB Community Annotation]	-0.12	-1.75	-0.46	0.26	-0.32	-0.76	-0.58	-0.02	-1.11	-0.66	0.31	-0.44	0.52	-0.11	0.86	0.93	0.46	-1.67	-0.84	-1.29	-0.73	0.08	0.17	-0.74	-0.63	-0.49	-0.08	-0.62
AGAP009011			0.28	1.71	1.54	0.83	2.11	1.95	2.59	0.48	2.21	-1.06	0.09	-0.03	1.07	0.24	1.32	0.38	0.93	-1.6	-2.49	-1.77	-2.32	-2.38	2.5	0.46	0.12	1.19	1.4	0.97
